daily_screen_time,avg_session_duration,night_usage,brightness_level,dark_mode_usage,ambient_light,Gender
-0.6465176577064297,-0.8972520403545762,-1.0672457322073479,-0.0025716544670810336,-0.08544482092878497,-1.304705004060139,0
0.025584835043440998,0.2252127537267657,-1.0672457322073479,-1.2292508352647777,-1.592489259085209,-1.304705004060139,0
-0.46964858066699,1.0175408436665365,0.9369913318198372,1.2241075263306156,1.1201907295963545,-1.304705004060139,0
1.5820327129905105,1.2156228661514792,-1.0672457322073479,-0.0025716544670810336,0.7183122127546413,1.184672143686606,2
0.20245391208288072,1.4137048886364219,0.9369913318198372,-0.0025716544670810336,-1.224100618646972,1.184672143686606,1
-0.4342747652591022,0.35726743538339417,0.9369913318198372,-0.0025716544670810336,-0.6212828433844024,-0.06001643018676646,0
-0.9648819963774213,0.7534314803532796,0.9369913318198372,-0.0025716544670810336,-0.6547727197878785,1.184672143686606,0
-0.08053661118022276,-0.8972520403545762,0.9369913318198372,-0.0025716544670810336,-1.4250398770678288,1.184672143686606,1
-1.0356296271931973,1.2156228661514792,0.9369913318198372,1.2241075263306156,0.8857615947720218,1.184672143686606,0
0.09633246585921694,0.42329477621170836,0.9369913318198372,-0.0025716544670810336,0.8857615947720218,1.184672143686606,1
0.23782772749076883,1.4137048886364219,-1.0672457322073479,-1.2292508352647777,-0.9896714838226395,-1.304705004060139,2
0.45007061993809666,-0.9632793811828904,-1.0672457322073479,-1.2292508352647777,-0.3198739557531176,-1.304705004060139,2
-0.540396211482766,-1.689580130294347,0.9369913318198372,-0.0025716544670810336,0.8187818419650695,1.184672143686606,0
1.6174065283983983,-0.9632793811828904,0.9369913318198372,1.2241075263306156,-0.9561816074191634,-1.304705004060139,1
-0.18665805740388652,1.479732229464736,0.9369913318198372,1.2241075263306156,-1.3915500006643526,1.184672143686606,1
-1.2478725196405247,-0.17095129124311967,-1.0672457322073479,-0.0025716544670810336,0.8857615947720218,-0.06001643018676646,0
-0.22203187281177433,0.09315807207013724,0.9369913318198372,1.2241075263306156,-0.453833461367022,-0.06001643018676646,1
-1.0356296271931973,-0.5010879953846908,-1.0672457322073479,1.2241075263306156,0.98623122398245,-0.06001643018676646,1
0.591565881569648,1.0835681844948506,-1.0672457322073479,1.2241075263306156,0.5843527071407368,-0.06001643018676646,0
-0.8587605501537575,0.09315807207013724,-1.0672457322073479,-1.2292508352647777,0.5508628307372608,-0.06001643018676646,0
-0.009788980364446817,0.09315807207013724,0.9369913318198372,-0.0025716544670810336,-0.018465068121832788,-0.06001643018676646,0
1.6881541592141747,-0.8972520403545762,0.9369913318198372,-1.2292508352647777,1.5890489992450196,-0.06001643018676646,2
-0.7526391039300935,-0.6991700178696335,-1.0672457322073479,-0.0025716544670810336,0.14898431389554767,1.184672143686606,0
1.6527803438062862,0.8194588211815937,0.9369913318198372,1.2241075263306156,-0.3868537085600698,1.184672143686606,0
-0.04516279577233463,-0.038896609586491215,-1.0672457322073479,-1.2292508352647777,-0.3533638321565937,1.184672143686606,2
1.263668374319519,1.3476775478081076,0.9369913318198372,-0.0025716544670810336,1.0197211003859261,1.184672143686606,0
1.4759112667668464,-1.5575254486377184,0.9369913318198372,-1.2292508352647777,-0.6882625961913547,-0.06001643018676646,0
0.8745564048327518,1.2816502069797933,0.9369913318198372,-1.2292508352647777,1.2541502352102587,1.184672143686606,1
